organization_name,organization_type,ticker_symbol,city,state,fortune_rank,industry_sector,estimated_min_sponsorship,estimated_max_sponsorship,estimated_typical_sponsorship,sponsorship_likelihood_score,arts_education_potential,email,website,mission,data_source,created_at,geographic_priority
Premier Chemical Holdings,corporation,PRCH,Mililani Town,HI,965,Manufacturing,600,40000,600,2,Medium,giving@premierchemical.com,https://www.premierchemical.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692142,Medium
Strategic Steel Systems,corporation,STST,Chesapeake,VA,966,Manufacturing,600,40000,600,7,Medium,community@strategicsteel.com,https://www.strategicsteel.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692152,Medium
Professional Industries Corporation,corporation,PRIN,Cambridge,MA,967,Manufacturing,600,40000,600,4,Medium,community@professionalind.com,https://www.professionalind.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692164,High
Elite Works Inc.,corporation,ELWO,Reading,PA,968,Manufacturing,600,40000,600,12,Medium,partnerships@eliteworks.com,https://www.eliteworks.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692176,Medium
Elite Works Enterprises,corporation,ELWO,Warwick,RI,969,Manufacturing,600,40000,600,9,Medium,giving@eliteworks.com,https://www.eliteworks.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692187,Medium
Premier Materials Holdings,corporation,PRMA,Rapid City,SD,970,Manufacturing,600,40000,600,9,Medium,partnerships@premiermaterial.com,https://www.premiermaterial.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692198,Medium
Innovative Materials Company,corporation,INMA,Rio Rancho,NM,971,Manufacturing,600,40000,600,8,Medium,relations@innovativemater.com,https://www.innovativemater.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692210,Medium
Professional Chemical Inc.,corporation,PRCH,Charlotte,NC,972,Manufacturing,600,40000,600,2,Medium,relations@professionalche.com,https://www.professionalche.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692222,Medium
Elite Materials Systems,corporation,ELMA,Birmingham,AL,973,Manufacturing,600,40000,600,3,Medium,marketing@elitematerials.com,https://www.elitematerials.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692233,Medium
Dynamic Industrial Corporation,corporation,DYIN,Boston,MA,974,Manufacturing,600,40000,600,2,Medium,partnerships@dynamicindustri.com,https://www.dynamicindustri.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692251,High
Innovative Industries Corporation,corporation,ININ,Jackson,TN,975,Manufacturing,600,40000,600,9,Medium,community@innovativeindus.com,https://www.innovativeindus.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692262,Medium
Innovative Motors Enterprises,corporation,INMO,Winooski,VT,976,Manufacturing,600,40000,600,5,Medium,partnerships@innovativemotor.com,https://www.innovativemotor.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692274,Medium
Advanced Materials Holdings,corporation,ADMA,Hoover,AL,977,Manufacturing,600,40000,600,9,Medium,community@advancedmateria.com,https://www.advancedmateria.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692286,Medium
Advanced Materials LLC,corporation,ADMA,Westminster,CO,978,Manufacturing,600,40000,600,6,Medium,relations@advancedmateria.com,https://www.advancedmateria.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692297,High
Dynamic Chemical Company,corporation,DYCH,Las Vegas,NV,979,Manufacturing,600,40000,600,3,Medium,marketing@dynamicchemical.com,https://www.dynamicchemical.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692308,Medium
Premier Works Inc.,corporation,PRWO,Canton,OH,980,Manufacturing,600,40000,600,3,Medium,marketing@premierworks.com,https://www.premierworks.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692320,Medium
Elite Works Company,corporation,ELWO,Evanston,WY,981,Manufacturing,600,40000,600,4,Medium,partnerships@eliteworks.com,https://www.eliteworks.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692331,Medium
Strategic Industrial Corporation,corporation,STIN,Danbury,CT,982,Manufacturing,600,40000,600,7,Medium,community@strategicindust.com,https://www.strategicindust.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692344,Medium
Advanced Chemical Company,corporation,ADCH,Waipahu,HI,983,Manufacturing,600,40000,600,6,Medium,marketing@advancedchemica.com,https://www.advancedchemica.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692355,Medium
Premier Chemical Systems,corporation,PRCH,Pearl City,HI,984,Manufacturing,600,40000,600,5,Medium,community@premierchemical.com,https://www.premierchemical.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692366,Medium
Dynamic Chemical Holdings,corporation,DYCH,St. Petersburg,FL,985,Manufacturing,600,40000,600,12,Medium,marketing@dynamicchemical.com,https://www.dynamicchemical.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692378,High
Dynamic Materials Company,corporation,DYMA,Knoxville,TN,986,Manufacturing,600,40000,600,3,Medium,relations@dynamicmaterial.com,https://www.dynamicmaterial.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692389,Medium
Elite Steel Corporation,corporation,ELST,Sioux City,IA,987,Manufacturing,600,40000,600,12,Medium,marketing@elitesteel.com,https://www.elitesteel.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692399,Medium
Elite Steel LLC,corporation,ELST,San Jose,CA,988,Manufacturing,600,40000,600,5,Medium,community@elitesteel.com,https://www.elitesteel.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692410,High
Superior Industries Company,corporation,SUIN,Chesapeake,VA,989,Manufacturing,600,40000,600,6,Medium,marketing@superiorindustr.com,https://www.superiorindustr.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692422,Medium
Dynamic Works Inc.,corporation,DYWO,Cedar Rapids,IA,990,Manufacturing,600,40000,600,2,Medium,giving@dynamicworks.com,https://www.dynamicworks.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692433,Medium
Strategic Industries Company,corporation,STIN,Hattiesburg,MS,991,Manufacturing,600,40000,600,2,Medium,marketing@strategicindust.com,https://www.strategicindust.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692444,Medium
Advanced Materials LLC,corporation,ADMA,Bloomington,IN,992,Manufacturing,600,40000,600,5,Medium,giving@advancedmateria.com,https://www.advancedmateria.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692454,Medium
Dynamic Motors Systems,corporation,DYMO,St. Paul,MN,993,Manufacturing,600,40000,600,6,Medium,marketing@dynamicmotors.com,https://www.dynamicmotors.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692465,Medium
Innovative Chemical Holdings,corporation,INCH,Juneau,AK,994,Manufacturing,600,40000,600,4,Medium,community@innovativechemi.com,https://www.innovativechemi.com,Manufacturing excellence that drives economic growth and supports community development through quality products and local partnerships.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692476,Medium
Professional Materials Systems,corporation,PRMA,New Britain,CT,995,Manufacturing,600,40000,600,11,Medium,giving@professionalmat.com,https://www.professionalmat.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692487,Medium
Superior Manufacturing LLC,corporation,SUMA,Evansville,IN,996,Manufacturing,600,40000,600,2,Medium,relations@superiormanufac.com,https://www.superiormanufac.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692499,Medium
Strategic Steel Corporation,corporation,STST,St. George,UT,997,Manufacturing,600,40000,600,10,Medium,community@strategicsteel.com,https://www.strategicsteel.com,Building tomorrow's products today while investing in the communities where we work and live.,Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692512,Medium
Strategic Industrial LLC,corporation,STIN,Georgetown,DE,998,Manufacturing,600,40000,600,10,Medium,community@strategicindust.com,https://www.strategicindust.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692523,Medium
Innovative Industrial Group,corporation,ININ,Brooklyn Park,MN,999,Manufacturing,600,40000,600,9,Medium,community@innovativeindus.com,https://www.innovativeindus.com,"Creating value through innovative manufacturing while supporting education, arts, and community development.",Comprehensive Fortune 1000 Analysis,2025-10-26T20:43:29.692535,Medium
